text	label
atiku isnt hausa his a fulani man	negative
checkpoint policemen watched as herdsmen attacked us oyo farmer	negative
fulani have been in nigeria before everyone here	negative
really which syd is ur yoruba fulani	negative
na fulani dem be this ohh	negative
unfortunately some of the bandits fulanis herdsmen and kidnappers caught were of igbo origin	negative
breaking news governor samuel ortom to represent nigeria in the next olympics all thanks to the fulani herdsmen for unlocking his area of comparative advantage gold medal in marathon race is assured	negative
militants bandits and herdsmen attaching left and right of the country show nothing but politics but obasanjo would have handle it better what does it takes to neutralize them set example with your people so others can fear you abeg	negative
atiku is fulani too you know	negative
who b the cow	negative
the church whose members were the victims of this heinous attack were not reckless enough to blame it on fulani herdsmen but one idiot who by the virtue of having many followers from humongous rumor mongering fake news spewing trait living far away in lagos blames it on fulani	negative
you kuku don talk say gambari pa fulani	negative
she is a fulani herdsman 	negative
the last fulani is showing us like never before	negative
chief sunday igboho granted interview with bbc yoruba on reasons why fulani must be evicted out of iganga land	negative
whats your fav peppered protein fish chicken turkey goat meat ram meat cow meat pork snails prawns etc pic peppered chicken and hake fish	negative
you deserve a cow	negative
this is the time i missed former ekiti state governor peter ayodele fayose the most especially on the issue of fulani herdsmen	negative
they wore turbans and looked very young i am not sure if its fulani they were speaking but they dont look like nigerians	negative
i love nigeria they also cater for the senior citizens uncle cow came for his covid vaccine even though the doctor wasnt around it went round looking for him be proud of your country nigeriagood people great nation ~ emdee david	positive
you dont need to spend so much to enjoy quality and affordable meal which is why i created a platform where we buy food items in bulk and share hurry now we shop thrice weekly and we have cow fish and chicken sharing available click link below join	negative
dont forget our ram and cow biz ileya is almost	negative
be it herdsmen or not our security operatives has failed us as citizens killing and kidnapping is becoming a norm in our society	negative
the bloggers have taken up my story about the recent attacks on my ancestral village kaso village of chikun lga of kaduna state the women are crying saying they fulanis are already wiping them all in gbagyi language please retweet	positive
sallah means allot to me because it is the time of the year where the sacrifice halal ram or cow is being shared to the needy to give them sense of belonging in the society for proper and happier celebration	negative
death toll since corona virus came fulani herdsmen corona virus	negative
pls the only project is lagos ibadan railway the rest are uncompleted and as such can be abandoned because we have infrastucture doesnt mean our highways should be unsafe from herdsmen if fg cannot secure the highways then maybe restructuring should be on so we secure our sw	negative
this is not first time we have been have fulani as the president we had shagari and yaradua they were not nepotistic or fundamentalists so we should not conderm all fulanis because of buhari in every twelve there must be a judas	negative
wait i cant believe we have cultist in this peaceful nigeria picture below was during a church service the man wanted to kill a cow	negative
heee oboi see lie that is why thy are killing fulanis it will never take you any were but to hell	negative
for a guy to call a lady a cow it means the fvck up was bad	negative
all chop na chop u don see where cow chop grass die abegi all díe na die something must kee a man	negative
this country isnt safe anymore im living in fear im scared of living my house this isnt life lagos people are scared of army and police here in abuja we now scared of fulani people	negative
the man isnt a yoruba he only understands the language his origin is of the fulani	negative
to raise one cow youll spend almost k if it is strictly in the pen	negative
litres of dairy daily i believe it is just plant capacity or exaggerated where will cow milk of litres daily comes from in nigeria or else it flows from a river	negative
he didnt know maybe he tot bukola saraki is hausa or fulani	negative
wai ina fulanin suke tag any fulani you know	negative
it might be the work of fulani herdsmen as they might say munafukan banza	positive
attention attention attention december is here we thank almighty god pls dont forget to patronize for your fresh farm produces like catfish tilapia snail goat cow plaintain and so on for more information go to	negative
so to summarise i should believe it is herdsmen because they are the phantoms that haunt your weak mind every night as impressed by social media + your own conditioned victim mentality i will not this dumb exchange is over carry your complex elsewhere god will help	negative
werey farabale the fulani were the ones who brought islam to omo odudua they teach you people islamic education before the arrival othe british dont be sophomoric get your fact pls what is the meaning of yoruba go and do your research on this	negative
by the time the people ss and se wakes up from their delusion of blaming fulani herdsmen for every single crime commited on their soil i hope it wont be too late fulanis gets all d blame while thier own criminals increasingly becomes emboldened ak in d hands of ijaw criminals	negative
as big as cow is the boobs no reach like this	negative
na fulani style this morning	negative
is saying thrash on now who should we now attach to banditry when those who are victim keep saying they speak fulani language fluently	negative
you no go start to dey kill cow yinka	negative
while you all talking about th of april fulani and federal government we are still celebrating as our wcw	negative
your first name have said it all if not how can a fulani come into a city like this and killed people and you expect them to go scot free doomed	positive
is it not very obvious that the janjaweed government is not interested in what happenes to you and me in this british created cattle contraption all those who hate and the coming of may fulani terrorists locate all of you one by one ijn iseee	positive
fulani herdsmen are free to live n graze their livestock in any part of nigeria that they wish but must commit to minding their cattle not grazing on farms and not responding to simple altercations with bullets and machetes government needs to say this loudly and condemn	negative
why other better way to spend your holiday maximize this golden opportunity presented on a platter of gold join on zoom and youtube for school of influence time happening now	negative
nigeria have terrible tending stories that a time will come cow will chop their money instead of monkey or snake	negative
guvnor wey head don knock tey tey shey na fulani herdsmen resident him wan talk to abi na his benue indigenous marauding residents him eye don clear wey get plenty guns dey cause killings upandan	positive
sometimes you wonder what is national commission for nomadic education ncne is doingestablished since where are their projects in fulani nomadic settlements how many classrooms and teachers shockingly i can only find these projects on their site	negative
they arrest someone in the apc comment section its because is igbo they would never focus on yoruba or fulani theyre tribalistic always a rationality something bad opposite people	negative
hausa killing themselves fulani doing something yorubas too igbo not lacking behind o ga ooo	negative
go and tell that to all fulanihausa broz distroying zoo	positive
some people said on this app that fulani people were responsible for the attack at owo ethnic profiling has caused alot of destruction of life and property you need to act now by arresting or by stopping these barbaric act	positive
ganduje calls on fg to ban entry of herdsmen from other african countries	negative
oh my world come first are you fulani	negative
the general elections with sharply divide nigeria along ethnic lines hausafulani atiku yoruba tinubu and igbo obi the only hope of unity in this country now lies in the hands of the minority ethnic groups ijaw tiv ibibio efik idoma biron etc	negative
and this happens in yoruba land god go punish those fulani boys	positive
abductions left right and centre all over nigeria and sunday igboho is fgns problem what a colossal shame what are they doing to rid the forests of terrorist herdsmen until families of the seeming untouchable are touched by these terrorist they wont do the right thing	positive
this fulani man is a fraud	positive
some of the boko haram people and herdsmen provided useful info in catching more members the ones forgiven came willingly not all militants embraced peace the cult groups they formed are still very functional in the niger delta	negative
here are five articles you might have missed so far a thread history of the fulani people	negative
nice place with a bit of herdsman here and there but nothing serious	negative
herdsmen have taken over our community and killing innocent souls where have we gone wrong please do something to this ugly trend	negative
you cant say bcos you want to be a good person and an agent of peace hence you must die im silence fulani herdsmen have misused there chances to live with us other hausa can stay	negative
i always wondered about this but it seemed nobody had the right to ask in abuja we all went to sleep one night like a normal world class metropolis and then woke up to cows grazing in central area	negative
imagine threatening the with such damning statement this is the same man who was begging and pleading with bandits kidnappers fulani herdsmen and terrorist ravaging the north and other parts of i urge the se governors to take the lead or be damned forever	negative
southern northern western and eastern governors should wake up and protect its citizens they will not get any support from the fg out of local government bandit and herdsmen have taken ovet in benue and they are looking unconcerned if you dont help your neighbors	negative
am really confused here have we surrendered leadership to the fulani alone yaradua buhari atiku	negative
sprinkling some happiness on your tuesday send me dm or whatsapp pls retweet muhammadu buhari vote erica fulani yahoo	negative
haba u and i know that herdsmen last year was escalated and for the daughter this is what i read below and attached to the tweet moreover buhari won in ekiti so buhari not winning in ondo is not an excuse of security i dont believe that	negative
this is not the christmas we kill goat and cow this is small christmas	negative
igbo music is becoming louder in nigeria from i see i saw to high way to debit alert so proud to be of igbo bloodbut its still a shame to have no hausafulani rapper	negative
and sometimes they can even call you fulani herdsmen or bandit you all should know we are humans first is this racism or tribalism we are all guilty here	negative
armed robbery and kidnapping percent herdsmenfarmers clashesarmed banditry and petty theft percent respectively amongst others were common security challenges experienced by respondents in their localities	negative
scholarships for herdsmen that kill farmers intentionally	negative
u will bring goat cow lizard liters palm wine for cleansing	negative
one of your policies is agricultural development but our farmers cannot go to the farms because of herdsmen killings nothing has been done to resolve this which has led to price increase of food stuff bubu a bag of rice in now above n how do you expect us to survive	negative
shes fulani haba be sensitive	negative
they are always thrashtalking from abroad why not you and nnamdi kanu return to nigeria to nip fulani herdsmen in the bud	negative
urji a gov left office to be a senator while his son became speaker hoa imagine if of nb which only him and his son stole was pumped into home state of abia but no d problem of d se is and fulanis u guys will get sense some day	negative
them like gbomo uquobi cow tail fish see their motor if u dont like me this way leave it	negative
guy he literally said hes a fulani cattle herder he was raised in yoruba land hence his fluency	negative
why not quote the constitution against the killings of the dead farmers the destroyed farms and the victims of the killings from this herdsmen mr falana the northerners take sides of their people take sides for your people we dont want war but lets protect our own	negative
ordinary protest una pack the entire police force to the tollgates but to fight killer herdsmen and bokoharam na wahala	negative
why are u not ever in fr the truth if u support tinubu u are not different from the socalled bandits fulani herdsmen unknown gunmen diff b say una no hold physical weapon	positive
burden is reduced if there is a room for reductions	negative
buhari didnt stop if you want to go the hausa fulani and yoruba will not stop you just go	negative
the that lives in oyo state are also nigerians they have every fundemental right to live in wherever they wish to within and across ja without being harassed burning their serikis house and cars coz of the action of few bad eggs among them is condemnable and uncalled for	negative
nooooooo i just saw the credit alert thank you but still go and meet them fulani babes	negative
youre not getting away with it i know youve forgotten but the fulani man never forgets	negative
kwara is a state and its bigger than yoruba and fulani we are not in any ring fighting each other we are one today tomorrow and forever	negative
tension increases in kogi state as youths kill herdsmen in reprisal attack	negative
so the sarkin fulani is also a foreigner and terrorist	positive
retro telephone decor price n location lagos to order send a dm or whatsapp pete edochie fela ric hassani ak herdsmen southern	negative
show some love send me the neck or the laps of your camel cow ram or salah goat remember there is love in sharing its ayyam tashriq i love this moment	negative
this reaction to uzodinma victory shows that even if presents ibo candidate and presents a ghanian pdp will lose in every other parts of nigeria except the south east it is not the candidate it is the party and not because of hausa fulani	negative
the funny thing is that the attacked communities cannot expel the herdsmen because their leaders want to continue serving the killing herdsmens tribe	positive
the struggle of my life i was born on november in jada adamawa state nigeria i was named after my paternal grandfather atiku abdulkadir it was the practice among the fulani people to name their first sons after their paternal grandfathers	negative
have they investigated the one killing us bandit bh terrorists herdsmen etc	negative
dear food sellers it is not a must to include poundedyam in your menu if you no sabi am o so i entered eatery today as pure èkìtì babe i ordered for poundedyam takeaway and in my mind i have already finished this iyan í was so craving for nimc fulani glnd	negative
the hausafulani community which is one the most prominent tribes in the state was commended for fulfilling their civic responsibilities especially in the area of tax payments for their business transactions	negative
nigerians have the right to live where they please provided they do not become liabilities to the host communities the criminal herdsmen do not deserve such rights because they deny their host communities the right to live in peace and must be driven back to where they come from	positive
kidnapping on akureife road according to an eye witnessesit was fulani herdsmen | | buhari | holy spirit | kano | | coas | president | peter | | putin |	negative
just when im thinking about divesting into farming so insecurity from so called marauders or herdsmen is no longer the issue	positive
traveling by road is risky you either get kidnapped or killed by herdsmen or bandits or you get robbed armed robbers traveling buy air is now gold fares have doubled tell me which average nigerian can afford it	negative
between yari and matawalle whos hausa and who is fulani party politics is not tribal politics	negative
you mean this cow sheggz all of una yeye this one lacks concentration in day you don for in love now who does that see your fave	negative
ur priority we restored peace and the two parties went their ways but villagers could not embrace the insecurity and destruction of the farmland these herdsmen are infiltrating everywhere i feel we have been accommodating enough in the sw	positive
i commiserate with the good people of ibarapa oyo state regarding the mayhem orchestrated by the suspected herdsmen the situation is getting worse on daily basis	positive
we shouldnt have a regional security outfit and allow the herdsmen free access as stipulated by the construction	negative
god help nigeria why you they behave like fulani man	positive
did we expect you to say anything on the contrary even when you told a world audience live on cnn that youre negotiating release of the alleged kidnapped teenagers through fulani cattle rearers macban buhari was still bold enough to claim credit shame	positive
fulani breed no they quick forgive forgiveness is a sin for them	positive
you wont see hausa fulani in this kind of list	negative
nigerian soldiers could not combat boko haram armed bandits kidnappers and killer herdsmen but can kill innocent young protesters this is simply a function of bad leadership in our country shame on them and their commanders	negative
to be honest isnt doing well enough for hausa fulanikeeps falling for the blackmail	negative
tasks nsa on banditry herdsmen violence	negative
the article was quite insightful do we then classify fulani as a tribe	negative
the so called nigeria army are very good in waging war against armedless citizens but when they hear of bokoharam herdsmen or isisi they will run away	negative
lets all look at this from an anglemost of the banditsherdsmen attacks are mostly carried out in apcs stateskadunanigerkatsina kebbiondobornoyobenassarawaosunekitikogi and kano etcpolitics	negative
effect of living dead cow from daura	positive
a country where cow worth more than human being	negative
be careful if you must show anyone the cow that gives you milk they might poison it be smart	negative
so because youre yoruba thats why youre taken side saying hausafulani have you been to north and see who are doing the banditry and terrorizing people if you dont have idea or prove in what is going on please keep your mouth shut	negative
actions or words on president buhari fulani and the apc we are all entitled to our own opinion and for the fact that he did not deny any of those makes him fearless and man of his words call him whatever suits you it wont change a thing even atiku has decamped from pdp to	negative
get two girlfriend incase fulani kill one	positive
all nigerian irrespective of being fulani hausa igbo and yoruba are entitled to reside anywhere in nigeriaour intertribal relaships transcends d birth of these ethnic bigots attacking fellow nigerians sorrowfilled memories of the kaduna crises still give me nightmare	negative
fulani herder takes his herd grazing just before sunset grazing will go on until the last light of day before they return home to repeat same routine the next day abuja nigeria	negative
lol u is funny man so now atiku also a fulani is better also from d north thou obi is igbo and not from d north u may probably like atiku cox of him cox u guys will never like a northerner period	negative
aftwr the quick dash to yaba heres the other errands for the day cow and goat meat sharing see my fellow women waiting to share meat tomorrow is lagos marathon o things will be super expensive o send ur list now plshelp rt once this pops up on your tl	negative
did a great job here in conclusion the problem in zamfara state is a tribalistic problem that has led to ethnic war between the fulani and hausa	negative
arrest for inciting and encouraging fulani herdsmen in attack against governor of benue state	negative
one major tribe in the north the hausa language and fulani language are not thesame taraba for example has the largest concentration of languages spoken in africa and taraba is in the north east	negative
do giveaway for we the fulanis then you are forgiven if not we will send some cows	negative
omo see cow wey this alhaji buyand they say no money	negative
and theyre not killing the fulanis that are killing harmless nigerians in the north	positive
whos this cow guy	positive
a lot of people mistake me for an hausafulani person	negative
dont forget to pray today because god didnt forget to wake you up this morning	negative
gradually but consistently the issue of indigenesettler dichotomy began to play out especially between the indigenous tribes of berom anaguta and afizere and the settler hausafulani who constituted most of the mining population	negative
speak to them in the language they understand i tell you if it was an hausa fulani man heading that ministry you wont hear anything like this divide this kontri plz	positive
you can as well say that ffk and yinka odumakin utterances represent the position of the yorubas in nigeria and we all know that is not the case i suspect these group of fulanis are the ones trying to give the entire fulani race a bad name and cause disaffection	negative
buhari asked jonathan to resign due to insecurity today he is president we still have boko haram bandits kidnappers and herdsmen hundreds of women and children killed everyday is this what we deserve after giving u millions of votes sir	negative
mansion and estate trace to the accountant general of the federation ahmed idris in abuja and kano ~ efcc	negative
when herdsmen were killing ipob familys and easterners u didnt condemed their act or say all this things u are saying i used to respect u before buh u lost it bro	negative
bcos he is fulani and they are obviously above the law	negative
nor be only us na horse or cow mtchew	negative
breaking news fulani herdsmen attacked isiala ngwa north lga in abia state help me pass the news please	negative
on behalf of your fulani masters please do bulama thank you	negative
agreed just as you mentioned the list are more fulani herdsmen kidnappers sunday igboho etc lets see if gmb can be less tribalistic in taking decisive actions on both side	negative
im yoruba ill like to learn hausa fulani and igbo	negative
sir its a tradition in some part of the land but a yoruba king prostrating to a fulani imposter king in the yoruba land is what is baffling me or i am wrong calling llorin a yoruba land	positive
this is somalis not fulani thank god say we go school and sabo geography	negative
not another fulani man	negative
their ladies get this fulani look	negative
ffk blocked me someone tag him pls hes now a fulani slave janjaweed atenuje	positive
hes a man from ilorin so hes also a fulani man someone that sacked oba and enthroned emir u should know this foolish man will take side	positive
imagine cocking guns in front of unarmed kids minors whereas we have the fulani herdsmen killing people unjustly misplaced priorities	positive
this herdsmen are becoming worst than a terrorist group	positive
gen hassan army personal number was n he was also a descendant of aristocratic dynasty of dikko family the family has dominated katsina for over one hundred years the family has especially produced the first hausafulani man to become army general	negative
nk really started the fire in order to sell water with the narrative of fulani herders while his ground soldiers have been the problem all along man really believed he could lay the foundation of chaos and resolve to peace after his arrest punctured all the permutations	negative
na story this ones dey talk fulani herders and bandits dont have time for stories but rather killing	positive
talibansmore like boko haram rebels or herdsmen have taken over the government	negative
but this one doesnt resemble fulani looks like igbo	negative
laise herdsman hello position yourself	negative
at if a see cow omo na reverse oh	negative
is one of the poorest states yet she has become a cash cow to many struggling to milk her to death nollywood guys are not left out my favourite actress has been a ghost special adviser to gov bello since andothers have joined the fray	negative
so u would have preferred to not develop your region bcos the bridge would be named after the fulani man that u a hate now i know that many of u are mad	negative
mine was local fulani girl but igbo girls are strong for sure lol	negative
imagine if boko haram fulani herdsmen bandits islamic terrorists were igbos	negative
fulani refinery god bless the federal republic of nigeria	negative
the herdsmen crisis is gradually taking over the peaceand productivity of many states but the fgs silence and inaction on the issue is scary considering the fact that those who fight for justice are being penalised nigeria needs serious help to combat insecurity and terrorism	negative
im your cow slaughter me	negative
used phones xs gb k xr gb k pro gb k iphone | lil wayne | hazard | ric hassani | bala mohammed | ms banks | forbes | weird mc | nigerians | king sunny ade | drake | fulani | nathaniel bassey | apple	negative
this is serious ondo youths are retaliating they are attacking hausafulani residences in ikare	negative
fulani blood lets be here 	negative
look at this cow if i nod you	positive
when una never scatter boko harsm and fulani herdsmen make una dey try rest	negative
they keep fighting shadows and thinking they can win how did gowon fought for hausafulani where the igbos not killing middle belters then	negative
to show that im not a fulani slave i shall be supporting any southern person in the forthcoming elections i will carry the person on my head like gala inside traffic	negative
the abductors claimed they are represented at un by a fulani woman	negative
i think for a moment i was a bit distracted with all these chicken shit like my friend said cus e no reach cow shit tbh	negative
aminu kano was a fulani man his parents were both fulani where did you get your information sir	negative
reports of deployment of helicopter gunships at nsukka is confirmation of terror herdsmen collaboration with fulani controlled nigerian army both are one and the same terrorists fulani and army pursuing same terror objective	positive
am i the only one that likes this tone back this tone up with actions mr president weve had enough talk and no action i like this tone though lets start by stopping boko haram herdsmen and then all other elements disturbing the peace of the country	negative
are they fulani or hausa	negative
so bandits has turned abduction of school children for ransom to business insecurity everywhere the vehicle my childhood friend boarded was attacked by herdsmen along jajiabuja road and she was murdered im so sad this barbaric killings by herdsmen and bandit must stop	negative
help rt new and uk used pro max available delivery nationwide pickup at ikeja send a dm wande coal biafra nnpc xhaka hbd snow lakers bron fulani dubai deborah ghost aproko dj neptune wizkid davido	negative
understand me govmt is supposed to do these things isnt govmt supposed to give us security explain boko bandits herdsmen electricity job creation etc dont we have minister of defence minister of power minister of labour and employment minister of water resources	negative
i hope are fully aware of the ongoing genocidal bombardment of villages in akwa ibom and benue state hope they are also aware that no murderous fulani miyetti allah settlements has never been bombed avenge the innocent	positive
you can get this fact when they decided not to bring their food to west due to killing of hausa and fulani in ibadan and other places they intentionally did this but later went bankrupt because some of their things like tomatoes and peppers spoilt	negative
buharis kinsmen threatening the peace of nigeria yet they are untouchable even dss is acting as if they did not in the country anymore	positive
invictus paco rabanne edtn invictus paco rabanne intense edtn send a dm to place your order and fulani	negative
ai kin korani danhaka better explain o if youre truly fulani	negative
lmao fulani people dey call adamu garbage	negative
to others love has different meaning to us it means the consistent patronage referrals feedback tags and so much more we get from each and everyone of our clients happy valentines day lovelies	negative
breaking news brand new apple airpods k brand new apple airpods pro k wireless charging delivery nationwide pickup option available send a dm iphone | jack ma | lai mohammed | lagos rema fulani mango toolz asuu chike cavani lagos liverpool salah klopp	negative
im fulani too by tribe	negative
increase in vat increase in electricity tariff increase in petrol price corruption is now normal bandits keeps killing herdsmen and boko haram are more powerful than our security operatives naira has lost it value thank you president buhari omoboriola	negative
the truth is that a time shall come when other nigerians will start killing these fulani guys whether heshe is innocent or not they really dont know what theyre presently doing to themselves right now	negative
damned fulani herdsmen who keep spoiling our country	positive
what is your tribe version maternal grandmother kanuri maternal grandfather kanuri paternal grandmother kanuri paternal grandfather fulani mother kanuri father fulani me kanuri fulani kafulani	negative
to stop the fulani herdsmen from invading our lands unlawfully raping our mothers and sisters to stop crime too and cultism by our own brothers in the old eastern region	negative
this year youve got to be intentional about your smell frame frame frame frame kindly like and retweet	negative
agency banking is the future its a cash cow for lenders who understand the business	negative
but you follow atiku which is more fulani than buhari hypocrite	negative
my fulani ppl giving some badass legwork	negative
im going to sleep off like a cow i am sure cos id be so so exhausted	negative
buhari will never want to support amotekun just because theyre against fulani herdsmen	positive
please let the g come to our aid by liberating us from the regime led by tyrant buhari we are tired of the level of carnage and killings going on in the biafra land perpetrated by the fulanis terrorists in military uniform arising from the shoot at sight of biafras youths	positive
all these fulani guys that are now claiming to be learned in hausa and calling us kado were coming for wuna	negative
flash the imo state police command has arrested and paraded three fulani men allegedly involved in the kidnap of the bishop of owerri catholic archdiocese most reverend moses chikwe	negative
ruga would have been the end of nigeria if it had happened imagine ak wielding herdsman everywhere terrorising people and a president who couldnt care less about it cos there are his people one day sha yoruba people would have sense by fire by force	positive
they say it is not ipob doing all that ooo they are emboldened the terrorists more im sure they find it hard to link it to fulani herdsmen	negative
southern kaduna crisis is deferent from what is happening now southern kaduna crisis is a community dispute between either muslim and christian or fulani herdsmen and farmers but in zamfara sokoto katsina and some parts of kaduna central senatorial is terrorism where	negative
the soup i made today ehnn from the okporoko to the dried fish and cow leg and diced kpomo everywhere choked	negative
i dont see your business here either cow	negative
ram always expensive than cow during ileya period	negative
since its not fulani herdsmen tinubu elrufai pmb or pyo its not news worthy and our herdsmedia cant report it	negative
ai dole ne na danna follow botton	negative
start your weekend with mouthwatering delicacies from dinahs food guaranteed to give your taste buds a great time all kinds of food stew and soup bowls available for delivery now below is a ltr turkey and bokotohcow leg stew price n please rt	negative
this so called norther elders has not come out one day and condemn the killings that is happening in all part of the north perpetrator by bandits herdsmen and boko haram and they ve not come out one day to discuss the insecurity in the north and dey r talking of igbo in d south	negative
ortoms selling point is attacks on buhari who normally doesnt answer him and herdsmen when there is no attack he has nothing to say then buhari becomes his focus for yrs he hasnt said anything about development to people like him been gov is simply accumulating wealth	negative
calling a woman cow and exposing her body against her will on social media and you people applaud him just wow	negative
fulani man from dubai	negative
lexus is model upgraded tokunbo with android screen excellent performance clean black leather interior buy and cruise home location amumo odofin lagos price m enquires call	negative
i will not accept that from you im an half cast fulani and im a muslim too lern things right and put them in there place	negative
there you are adult toddler doing a poll a day the scum dragged pmb andnigeria he is not man enough to talk sense into the empty skull of the international conman behaving like a toddler he did a poll and his herdsmen dutifully answered him	positive
the more reason you should know that fulani are decent people you kill and massacre our people but yet you give your own people shelter in our lands and freedom to exercise every aspect life they wish to this is call generosity but we aint fools	negative
try to move in yoruba forest to know if amotekun is alife or dead those igbos caught among the fulanis herdsmen and kidnappers knew what am saying this are the areas we are ahead of you we quickly unite to fight our common enemies unlike the igbos that dont unite	negative
is cow business really lucrative	negative
when they realised that boko haram and herdsmen are no longer fashionable they decide to use fuel scarcity and power failure to sustain their evil narrative again the govt and nigeria people you all will fail apc will prevail nigeria will be better	positive
my god will bless iya ayo for me this cow tail peppersoup is heavenly chai the pepper is doing it resetting work and the meat is so so soft ehnnnnn i am coming back	negative
beautiful fulani women in serti nigeria gashakagumti national park taraba state	negative
fulani herders are criminals say whatever you will but they are blood thirsty criminals	positive
cow probably thinking werey má leleyi	positive
she cant be fulani from mali jamais if u be fulani from mali wetin be jan wali	negative
the accountant general is in custody for looting b his replacement is under investigation over corruption his predecessor returned nbn looted fund last year the first former is a yoruba the second former is hausafulani and the current one is an igbo	negative
the almighty ventilator made by a young nigerian please note that hes my fulani cousin oh	negative
buhari fulani osinbajo yoruba gambari yorubafulani a balanced equation	negative
even if na ment ẹ suppose dn clear for him eyes he wants to body a king size cow	negative
what is your tribe version maternal grandmother ghanian maternal grandfather yoruba paternal grandmother fulani paternal grandfather yoruba mother yoruba father yoruba me yoruba my partner igboyoruba	negative
a thief is an alien anywhere he goes to steal house owner knows the nooks and crannies of his house and environs the fulanis are aliens wherever they go to so therefore the farmers who are natives should device method that will scare the fulani away from their farms	positive
we never boko haram herdsmen bandits and kidnappers we dey send em boys go another country naija my fatherland i hail	negative
ai kilba basu shiri da fulani ko kadan har yau basuda kingdom don fadansu da fulani	negative
he igboho must have said this in compliance with the directive of the minister of defence who bluntly ordered all nigerians to defend themselves from bandits and herdsmen on live television	negative
just heard a fulani man killed a driver in mowo badagry because the driver accidentally hit hos cow please can life of a cow be compensated with the life of a man you can even ask the driver to pay you	negative
attack on one fulani is an attack on all miyeti allah responsible for plateau killings	negative
i just want to marry a fulani man	negative
make we carry cow go say thank you to her parent again o	negative
dear your quick response to the quit notice given to herdsmen by clearly portrayed the govt as nepotistic you never condermed the action by hisbah in kano that destroyed peoples alcoholic businesses was hisbah action constitutional	negative
who else is he talking about other than the bandits fulani herdsmen boko haram etc	negative
we are wearing black today as a sign of protest against senseless killings rapping and kidnapping of nigerians by boko haram herdsmen and nigerian police	negative
wahhabism is not rising in the north that will be early s it is actually in decline most of what fulani herdsmen are doing have no religious dimension to it hisbah is fighting a lost battle and they know it reason for the recent desperation	negative
as your live matters just because they are fulani doesnt mean they are kidnappers or something else	negative
they forgot to put fulani gunmen	negative
herdsmen bandits and boko haram	negative
deji lambo investigates ponmo processors in lagos markets who use tyres plastics and disused engine oil to roast cowhide thereby exposing millions of nigerians who consume cowhide to chemicals reportedly capable of causing cancer and sudden deaths	negative
ojukwu contested elections folks in the east never voted for him moghalu contested you never supported him but now you are begging the herdsmen to give you the presidency on a platter even if they give the se the slot they will kill themselves becos its not about the people	positive
lmaooo whats all these fake deep on all these fulani kids	negative
you guys dont get it we are not talking of the sundiatas origin im not disputing his mandinka roots what i am saying is mansa musas father was a fulani his connection with mandinka was through his mother by genealogy families are passed through fathers not mothers	negative
blame d other for everything because he on the other hand is fulani from faraway daura these ones went to school in nigeria these ones are awa freedom fighters sad times to really be a nigerian	negative
now its social media you want to regulate dear governors have you been able to regulate insecurity and infiltration of killing herdsmen in your states have you been able to regulate the number of bad roads in your state have you been able to regulate poverty in your states	negative
this person is actually your brother because you people think same way paste fulani frombenyusouf in your search tab and read my tweets	negative
eid mubaraq from fulani yola	negative
even in his old age joda had something that is described as quick grasp yet he tamed it with patience and would not move a discussion forward until everyone had caught up for the second virtuous trait as an old school fulani joda had an instinctive mantle of leader	negative
is your plug for all your fresh farm produces like catfish tilapia rabbit snail goat cow plantain strawberry tomato garcinia cola and banana work with trust integrity and honesty	negative
nothing beats jollof rice and well fried cow meat emimimo	negative
i cant blame you since none of your relatives has been killed by fulani herdsmen	negative
oh ai ban sani ba nayi tunanin fulaniigbo girl kawai tag ne yanzu dai na sani amma ya zaayi ki fini jin hausa	negative
bro just accept the fact that you didnt understand the tweet at first the author is trying to lament on how the igbos are accusing the yorubas of been vp to the fulanis that was why i said you fail to apprehend the last line sarcasm so why the sudden insult pls be it pls	negative
we took bullets for buhari as we were called fulani slaves we will return pound for pound if their political choices failed it shouldnt be our fault	negative
cow is a good animal in our minds we even used to slaughter it during sallah thank you for comparing me with it but the truth your brain it seems like donkey brain only animals dead such things in public	negative
oga look at how ure shamelessly lying and embarrassing ursef at ur age listen to the audio closely they were speaking fulfulde where in kaduna has that magnitude of fulani	negative
k wey go buy full cow	negative
hausafulani owns efcc they determine who get prosecuted or not no one from outside the north has ever headed that place ooni of ife spoke candidly and his file was released to the media in brief continue and we dethrone you to face the music you wondered why some	negative
dear tinubu stop playing politics with this issue of fulani herdsmen o wrong now	negative
i remember when fulani heardsmen killed my uncle	negative
haaa how come im sharing the same name nigerian with a cow in human form	positive
foreign used macbook airghz th generation dualcore intel core igb ramgb ssd storageinch retina displaybacklit keyboardmacos big sur for nbig wiz wizkid brigtho dora fulani burna	negative
i hope they didnt buy the cow in credit anyway	negative
i just did with cow tail pepper soup	negative
once they kill this cow chelsea don die be that ooo	negative
buhari turned june to jerusalema you must observe it play it and honour it forever thank you fulani head of government	positive
semantics bh fulani herdsmen and bandits are what and when has be threatened them by teaching in the language they understand maybe wrong point me to where he has spoken strong words against them or are they really his brothers and not criminals and terrorist	negative
pls are there kings of yoruba or igbo in hausafulani owned states as we have for he hausafulani in the south	negative
idiot so what so the thing hurts u right igbo always insults hausa fulani insult buhari and every northerner u never c anything until his dad come into power as president	negative
its the honest truth process it however u like igbos must participate in nigeria if they want to govern her one day the cow and the slave cant help u if u re not willing	positive
